Ave,Codigo,Especie
6063,5,Marreco
6064,3,Peru
6065,4,Ganso
6066,3,Peru
6067,4,Ganso
6068,2,Frango
6069,5,Marreco
6070,3,Peru
6071,4,Ganso
6072,1,Pato
6073,5,Marreco
6074,3,Peru
6075,1,Pato
6076,5,Marreco
6077,5,Marreco
6078,4,Ganso
6079,5,Marreco
6080,2,Frango
6081,3,Peru
6082,2,Frango
6083,5,Marreco
6084,4,Ganso
6085,2,Frango
6086,4,Ganso
6087,3,Peru
6088,5,Marreco
6089,2,Frango
6090,1,Pato
6091,3,Peru
6092,2,Frango
6093,2,Frango
6094,4,Ganso
6095,1,Pato
6096,1,Pato
6097,3,Peru
6098,4,Ganso
6099,5,Marreco
6100,5,Marreco
6101,1,Pato
6102,3,Peru
6103,4,Ganso
6104,1,Pato
6105,2,Frango
6106,3,Peru
6107,2,Frango
6108,4,Ganso
6109,1,Pato
6110,3,Peru
6111,1,Pato
6112,4,Ganso
6113,3,Peru
6114,3,Peru
6115,5,Marreco
6116,3,Peru
6117,4,Ganso
6118,4,Ganso
6119,4,Ganso
6120,2,Frango
6121,1,Pato
6122,4,Ganso
6123,2,Frango
6124,4,Ganso
6125,5,Marreco
6126,4,Ganso
6127,3,Peru
6128,4,Ganso
6129,2,Frango
6130,5,Marreco
6131,4,Ganso
6132,2,Frango
6133,4,Ganso
6134,5,Marreco
6135,3,Peru
6136,3,Peru
6137,5,Marreco
6138,4,Ganso
6139,4,Ganso
6140,5,Marreco
6141,1,Pato
6142,1,Pato
6143,4,Ganso
6144,5,Marreco
6145,4,Ganso
6146,4,Ganso
6147,3,Peru
6148,4,Ganso
6149,2,Frango
6150,1,Pato
6151,3,Peru
6152,4,Ganso
6153,2,Frango
6154,5,Marreco
6155,4,Ganso
6156,4,Ganso
6157,2,Frango
6158,5,Marreco
6159,4,Ganso
6160,2,Frango
6161,1,Pato
6162,5,Marreco
6163,3,Peru
6164,5,Marreco
6165,5,Marreco
6166,2,Frango
6167,1,Pato
6168,5,Marreco
6169,3,Peru
6170,1,Pato
6171,5,Marreco
6172,3,Peru
6173,3,Peru
6174,5,Marreco
6175,5,Marreco
6176,3,Peru
6177,2,Frango
6178,3,Peru
6179,1,Pato
6180,1,Pato
6181,3,Peru
6182,2,Frango
6183,5,Marreco
6184,1,Pato
6185,5,Marreco
6186,3,Peru
6187,2,Frango
6188,2,Frango
6189,1,Pato
6190,4,Ganso
6191,2,Frango
6192,4,Ganso
6193,3,Peru
6194,1,Pato
6195,1,Pato
6196,4,Ganso
6197,5,Marreco
6198,3,Peru
6199,4,Ganso
6200,1,Pato
6201,1,Pato
6202,2,Frango
6203,5,Marreco
6204,1,Pato
6205,4,Ganso
6206,1,Pato
6207,2,Frango
6208,1,Pato
6209,2,Frango
6210,1,Pato
6211,1,Pato
6212,4,Ganso
6213,4,Ganso
6214,1,Pato
6215,5,Marreco
6216,5,Marreco
6217,2,Frango
6218,2,Frango
6219,1,Pato
6220,1,Pato
6221,2,Frango
6222,1,Pato
6223,2,Frango
6224,3,Peru
6225,5,Marreco
6226,5,Marreco
6227,3,Peru
6228,5,Marreco
6229,3,Peru
6230,3,Peru
6231,3,Peru
6232,4,Ganso
6233,3,Peru
6234,2,Frango
6235,1,Pato
6236,2,Frango
6237,5,Marreco
6238,1,Pato
6239,2,Frango
6240,5,Marreco
6241,3,Peru
6242,4,Ganso
6243,1,Pato
6244,3,Peru
6245,5,Marreco
6246,3,Peru
6247,4,Ganso
6248,3,Peru
6249,2,Frango
6250,5,Marreco
6251,2,Frango
6252,1,Pato
6253,1,Pato
6254,3,Peru
6255,4,Ganso
6256,5,Marreco
6257,3,Peru
6258,2,Frango
6259,3,Peru
6260,3,Peru
6261,2,Frango
6262,2,Frango
6263,3,Peru
6264,2,Frango
6265,1,Pato
6266,1,Pato
6267,2,Frango
6268,3,Peru
6269,3,Peru
6270,2,Frango
6271,2,Frango
6272,2,Frango
6273,4,Ganso
6274,2,Frango
6275,2,Frango
6276,1,Pato
6277,1,Pato
6278,5,Marreco
6279,4,Ganso
6280,2,Frango
6281,1,Pato
6282,4,Ganso
6283,4,Ganso
6284,2,Frango
6285,4,Ganso
6286,1,Pato
6287,5,Marreco
6288,4,Ganso
6289,4,Ganso
6290,2,Frango
6291,2,Frango
6292,3,Peru
6293,1,Pato
6294,3,Peru
6295,3,Peru
6296,3,Peru
6297,1,Pato
6298,4,Ganso
6299,5,Marreco
6300,3,Peru
6301,2,Frango
6302,2,Frango
6303,1,Pato
6304,4,Ganso
6305,3,Peru
6306,4,Ganso
6307,4,Ganso
6308,2,Frango
6309,1,Pato
6310,2,Frango
6311,2,Frango
6312,3,Peru
6313,3,Peru
6314,5,Marreco
6315,3,Peru
6316,2,Frango
6317,3,Peru
6318,5,Marreco
6319,2,Frango
6320,1,Pato
6321,3,Peru
6322,4,Ganso
6323,5,Marreco
6324,1,Pato
6325,1,Pato
6326,1,Pato
6327,5,Marreco
6328,3,Peru
6329,4,Ganso
6330,1,Pato
6331,2,Frango
6332,1,Pato
6333,4,Ganso
6334,3,Peru
6335,5,Marreco
6336,1,Pato
6337,4,Ganso
6338,4,Ganso
6339,4,Ganso
6340,4,Ganso
6341,1,Pato
6342,5,Marreco
6343,2,Frango
6344,5,Marreco
6345,5,Marreco
6346,1,Pato
6347,5,Marreco
6348,4,Ganso
6349,4,Ganso
6350,3,Peru
6351,4,Ganso
6352,2,Frango
6353,5,Marreco
6354,1,Pato
6355,4,Ganso
6356,4,Ganso
6357,2,Frango
6358,3,Peru
6359,4,Ganso
6360,2,Frango
6361,5,Marreco
6362,2,Frango
6363,3,Peru
6364,4,Ganso
6365,2,Frango
6366,3,Peru
6367,1,Pato
6368,2,Frango
6369,5,Marreco
6370,1,Pato
6371,2,Frango
6372,1,Pato
6373,4,Ganso
6374,2,Frango
6375,5,Marreco
6376,5,Marreco
6377,3,Peru
6378,1,Pato
6379,2,Frango
6380,3,Peru
6381,4,Ganso
6382,3,Peru
6383,4,Ganso
6384,2,Frango
6385,5,Marreco
6386,5,Marreco
6387,2,Frango
6388,3,Peru
6389,4,Ganso
6390,5,Marreco
6391,2,Frango
6392,5,Marreco
6393,4,Ganso
6394,3,Peru
6395,3,Peru
6396,1,Pato
6397,4,Ganso
6398,4,Ganso
6399,5,Marreco
6400,1,Pato
6401,5,Marreco
6402,1,Pato
6403,3,Peru
6404,4,Ganso
6405,4,Ganso
6406,5,Marreco
6407,1,Pato
6408,4,Ganso
6409,4,Ganso
6410,4,Ganso
6411,4,Ganso
6412,3,Peru
6413,3,Peru
6414,1,Pato
6415,2,Frango
6416,5,Marreco
6417,4,Ganso
6418,3,Peru
6419,2,Frango
6420,1,Pato
6421,5,Marreco
6422,4,Ganso
6423,4,Ganso
6424,4,Ganso
6425,5,Marreco
6426,5,Marreco
6427,5,Marreco
6428,4,Ganso
6429,4,Ganso
6430,2,Frango
6431,1,Pato
6432,5,Marreco
6433,1,Pato
6434,2,Frango
6435,2,Frango
6436,5,Marreco
6437,4,Ganso
6438,3,Peru
6439,5,Marreco
6440,4,Ganso
6441,4,Ganso
6442,1,Pato
6443,4,Ganso
6444,3,Peru
6445,2,Frango
6446,3,Peru
6447,2,Frango
6448,2,Frango
6449,1,Pato
6450,3,Peru
6451,1,Pato
6452,5,Marreco
6453,5,Marreco
6454,4,Ganso
6455,5,Marreco
6456,2,Frango
6457,2,Frango
6458,4,Ganso
6459,5,Marreco
6460,4,Ganso
6461,5,Marreco
6462,2,Frango
6463,1,Pato
6464,3,Peru
6465,2,Frango
6466,1,Pato
6467,5,Marreco
6468,4,Ganso
6469,2,Frango
6470,3,Peru
6471,1,Pato
6472,1,Pato
6473,3,Peru
6474,5,Marreco
6475,1,Pato
6476,5,Marreco
6477,4,Ganso
6478,5,Marreco
6479,1,Pato
6480,1,Pato
6481,5,Marreco
6482,4,Ganso
6483,4,Ganso
6484,2,Frango
6485,2,Frango
6486,2,Frango
6487,2,Frango
6488,5,Marreco
6489,4,Ganso
6490,3,Peru
6491,2,Frango
6492,4,Ganso
6493,3,Peru
6494,5,Marreco
6495,4,Ganso
6496,4,Ganso
6497,2,Frango
6498,4,Ganso
6499,2,Frango
6500,3,Peru
6501,1,Pato
6502,1,Pato
6503,3,Peru
6504,5,Marreco
6505,3,Peru
6506,1,Pato
6507,1,Pato
6508,5,Marreco
6509,4,Ganso
6510,1,Pato
6511,4,Ganso
6512,3,Peru
6513,5,Marreco
6514,3,Peru
6515,2,Frango
6516,5,Marreco
6517,5,Marreco
6518,5,Marreco
6519,2,Frango
6520,4,Ganso
6521,1,Pato
6522,2,Frango
6523,2,Frango
6524,2,Frango
6525,5,Marreco
6526,1,Pato
6527,2,Frango
6528,3,Peru
6529,4,Ganso
6530,4,Ganso
6531,2,Frango
6532,2,Frango
6533,1,Pato
6534,4,Ganso
6535,2,Frango
6536,1,Pato
6537,5,Marreco
6538,2,Frango
6539,3,Peru
6540,5,Marreco
6541,2,Frango
6542,4,Ganso
6543,2,Frango
6544,1,Pato
6545,2,Frango
6546,4,Ganso
6547,3,Peru
6548,4,Ganso
6549,4,Ganso
6550,5,Marreco
6551,3,Peru
6552,3,Peru
6553,5,Marreco
6554,1,Pato
6555,3,Peru
6556,3,Peru
6557,3,Peru
6558,3,Peru
6559,2,Frango
6560,3,Peru
6561,4,Ganso
6562,3,Peru
6563,1,Pato
6564,5,Marreco
6565,2,Frango
6566,1,Pato
6567,2,Frango
6568,3,Peru
6569,1,Pato
6570,3,Peru
6571,1,Pato
6572,5,Marreco
6573,5,Marreco
6574,1,Pato
6575,5,Marreco
6576,3,Peru
6577,3,Peru
6578,1,Pato
6579,5,Marreco
6580,2,Frango
6581,4,Ganso
6582,1,Pato
6583,4,Ganso
6584,1,Pato
6585,5,Marreco
6586,4,Ganso
6587,1,Pato
6588,2,Frango
6589,2,Frango
6590,5,Marreco
6591,2,Frango
6592,1,Pato
6593,3,Peru
6594,3,Peru
6595,1,Pato
6596,5,Marreco
6597,4,Ganso
6598,2,Frango
6599,4,Ganso
6600,4,Ganso
6601,5,Marreco
6602,1,Pato
6603,4,Ganso
6604,5,Marreco
6605,4,Ganso
6606,1,Pato
6607,5,Marreco
6608,2,Frango
6609,4,Ganso
6610,1,Pato
6611,1,Pato
6612,2,Frango
6613,4,Ganso
6614,2,Frango
6615,3,Peru
6616,3,Peru
6617,3,Peru
6618,1,Pato
6619,4,Ganso
6620,4,Ganso
6621,1,Pato
6622,4,Ganso
6623,5,Marreco
6624,5,Marreco
6625,3,Peru
6626,1,Pato
6627,1,Pato
6628,4,Ganso
6629,2,Frango
6630,2,Frango
6631,2,Frango
6632,4,Ganso
6633,2,Frango
6634,2,Frango
6635,1,Pato
6636,1,Pato
6637,3,Peru
6638,3,Peru
6639,4,Ganso
6640,5,Marreco
6641,2,Frango
6642,3,Peru
6643,5,Marreco
6644,2,Frango
6645,4,Ganso
6646,3,Peru
6647,2,Frango
6648,3,Peru
6649,5,Marreco
6650,3,Peru
6651,3,Peru
6652,1,Pato
6653,3,Peru
6654,2,Frango
6655,4,Ganso
6656,3,Peru
6657,3,Peru
6658,4,Ganso
6659,5,Marreco
6660,3,Peru
6661,3,Peru
6662,2,Frango
6663,5,Marreco
6664,3,Peru
6665,2,Frango
6666,1,Pato
6667,5,Marreco
6668,3,Peru
6669,5,Marreco
6670,3,Peru
6671,3,Peru
6672,5,Marreco
6673,4,Ganso
6674,5,Marreco
6675,1,Pato
6676,5,Marreco
6677,3,Peru
6678,5,Marreco
6679,5,Marreco
6680,1,Pato
6681,3,Peru
6682,4,Ganso
6683,1,Pato
6684,1,Pato
6685,4,Ganso
6686,4,Ganso
6687,5,Marreco
6688,5,Marreco
6689,4,Ganso
6690,1,Pato
6691,5,Marreco
6692,1,Pato
6693,2,Frango
6694,4,Ganso
6695,1,Pato
6696,5,Marreco
6697,3,Peru
6698,3,Peru
6699,3,Peru
6700,4,Ganso
6701,4,Ganso
6702,3,Peru
6703,3,Peru
6704,3,Peru
6705,5,Marreco
6706,3,Peru
6707,2,Frango
6708,4,Ganso
6709,1,Pato
6710,2,Frango
6711,1,Pato
6712,2,Frango
6713,2,Frango
6714,3,Peru
6715,3,Peru
6716,2,Frango
6717,3,Peru
6718,5,Marreco
6719,4,Ganso
6720,3,Peru
6721,5,Marreco
6722,2,Frango
6723,1,Pato
6724,5,Marreco
6725,4,Ganso
6726,5,Marreco
6727,5,Marreco
6728,3,Peru
6729,3,Peru
6730,5,Marreco
6731,5,Marreco
6732,2,Frango
6733,5,Marreco
6734,2,Frango
6735,2,Frango
6736,2,Frango
6737,2,Frango
6738,1,Pato
6739,5,Marreco
6740,5,Marreco
6741,5,Marreco
6742,1,Pato
6743,2,Frango
6744,5,Marreco
6745,4,Ganso
6746,5,Marreco
6747,5,Marreco
6748,1,Pato
6749,5,Marreco
6750,5,Marreco
6751,4,Ganso
6752,3,Peru
6753,5,Marreco
6754,3,Peru
6755,2,Frango
6756,3,Peru
6757,2,Frango
6758,4,Ganso
6759,1,Pato
6760,2,Frango
6761,1,Pato
6762,1,Pato
6763,4,Ganso
6764,3,Peru
6765,5,Marreco
6766,1,Pato
6767,4,Ganso
6768,4,Ganso
6769,2,Frango
6770,2,Frango
6771,5,Marreco
6772,1,Pato
6773,5,Marreco
6774,2,Frango
6775,5,Marreco
6776,3,Peru
6777,1,Pato
6778,5,Marreco
6779,1,Pato
6780,1,Pato
6781,3,Peru
6782,5,Marreco
6783,2,Frango
6784,5,Marreco
6785,5,Marreco
6786,2,Frango
6787,1,Pato
6788,4,Ganso
6789,2,Frango
6790,4,Ganso
6791,2,Frango
6792,3,Peru
6793,4,Ganso
6794,1,Pato
6795,2,Frango
6796,2,Frango
6797,3,Peru
6798,3,Peru
6799,2,Frango
6800,4,Ganso
6801,5,Marreco
6802,5,Marreco
6803,2,Frango
6804,3,Peru
6805,3,Peru
6806,1,Pato
6807,4,Ganso
6808,1,Pato
6809,4,Ganso
6810,3,Peru
6811,3,Peru
6812,5,Marreco
6813,2,Frango
6814,4,Ganso
6815,1,Pato
6816,2,Frango
6817,1,Pato
6818,3,Peru
6819,2,Frango
6820,1,Pato
6821,2,Frango
6822,1,Pato
6823,1,Pato
6824,3,Peru
6825,3,Peru
6826,3,Peru
6827,3,Peru
6828,1,Pato
6829,5,Marreco
6830,1,Pato
6831,3,Peru
6832,1,Pato
6833,4,Ganso
6834,3,Peru
6835,5,Marreco
6836,5,Marreco
6837,2,Frango
6838,4,Ganso
6839,1,Pato
6840,1,Pato
6841,1,Pato
6842,4,Ganso
6843,2,Frango
6844,5,Marreco
6845,2,Frango
6846,1,Pato
6847,3,Peru
6848,1,Pato
6849,2,Frango
6850,1,Pato
6851,5,Marreco
6852,4,Ganso
6853,2,Frango
6854,1,Pato
6855,2,Frango
6856,4,Ganso
6857,5,Marreco
6858,3,Peru
6859,3,Peru
6860,3,Peru
6861,5,Marreco
6862,4,Ganso
6863,5,Marreco
6864,2,Frango
6865,5,Marreco
6866,5,Marreco
6867,1,Pato
6868,2,Frango
6869,4,Ganso
6870,5,Marreco
6871,2,Frango
6872,5,Marreco
6873,1,Pato
6874,2,Frango
6875,4,Ganso
6876,4,Ganso
6877,3,Peru
6878,5,Marreco
6879,3,Peru
6880,1,Pato
6881,1,Pato
6882,4,Ganso
6883,4,Ganso
6884,5,Marreco
6885,5,Marreco
6886,1,Pato
6887,5,Marreco
6888,5,Marreco
6889,2,Frango
6890,1,Pato
6891,5,Marreco
6892,3,Peru
6893,3,Peru
6894,3,Peru
6895,2,Frango
6896,5,Marreco
6897,5,Marreco
6898,2,Frango
6899,3,Peru
6900,1,Pato
6901,5,Marreco
6902,1,Pato
6903,3,Peru
6904,2,Frango
6905,3,Peru
6906,3,Peru
6907,3,Peru
6908,3,Peru
6909,2,Frango
6910,1,Pato
6911,5,Marreco
6912,2,Frango
6913,1,Pato
6914,5,Marreco
6915,3,Peru
6916,5,Marreco
6917,3,Peru
6918,1,Pato
6919,4,Ganso
6920,1,Pato
6921,5,Marreco
6922,5,Marreco
6923,2,Frango
6924,1,Pato
6925,3,Peru
6926,2,Frango
6927,3,Peru
6928,4,Ganso
6929,3,Peru
6930,2,Frango
6931,5,Marreco
6932,1,Pato
6933,1,Pato
6934,3,Peru
6935,1,Pato
6936,3,Peru
6937,5,Marreco
6938,1,Pato
6939,5,Marreco
6940,2,Frango
6941,5,Marreco
6942,3,Peru
6943,1,Pato
6944,3,Peru
6945,1,Pato
6946,1,Pato
6947,2,Frango
6948,3,Peru
6949,1,Pato
6950,1,Pato
6951,3,Peru
6952,3,Peru
6953,5,Marreco
6954,4,Ganso
6955,1,Pato
6956,3,Peru
6957,5,Marreco
6958,5,Marreco
6959,2,Frango
6960,3,Peru
6961,5,Marreco
6962,3,Peru
6963,1,Pato
6964,3,Peru
6965,2,Frango
6966,1,Pato
6967,5,Marreco
6968,2,Frango
6969,5,Marreco
6970,4,Ganso
6971,3,Peru
6972,1,Pato
6973,5,Marreco
6974,3,Peru
6975,5,Marreco
6976,4,Ganso
6977,3,Peru
6978,5,Marreco
6979,4,Ganso
6980,2,Frango
6981,5,Marreco
6982,1,Pato
6983,3,Peru
6984,3,Peru
6985,1,Pato
6986,5,Marreco
6987,2,Frango
6988,3,Peru
6989,5,Marreco
6990,2,Frango
6991,2,Frango
6992,3,Peru
6993,3,Peru
6994,2,Frango
6995,2,Frango
6996,2,Frango
6997,3,Peru
6998,4,Ganso
6999,3,Peru
7000,4,Ganso
7001,3,Peru
7002,5,Marreco
7003,3,Peru
7004,1,Pato
7005,2,Frango
7006,1,Pato
7007,2,Frango
7008,5,Marreco
7009,4,Ganso
7010,2,Frango
7011,3,Peru
7012,5,Marreco
7013,5,Marreco
7014,5,Marreco
7015,5,Marreco
7016,4,Ganso
7017,2,Frango
7018,2,Frango
7019,1,Pato
7020,5,Marreco
7021,4,Ganso
7022,3,Peru
7023,1,Pato
7024,3,Peru
7025,3,Peru
7026,5,Marreco
7027,1,Pato
7028,1,Pato
7029,5,Marreco
7030,1,Pato
7031,1,Pato
7032,5,Marreco
7033,4,Ganso
7034,3,Peru
7035,1,Pato
7036,5,Marreco
7037,5,Marreco
7038,1,Pato
7039,4,Ganso
7040,2,Frango
7041,3,Peru
7042,1,Pato
7043,2,Frango
7044,1,Pato
7045,1,Pato
7046,4,Ganso
7047,5,Marreco
7048,4,Ganso
7049,3,Peru
7050,3,Peru
7051,1,Pato
7052,5,Marreco
7053,2,Frango
7054,5,Marreco
7055,4,Ganso
7056,5,Marreco
7057,5,Marreco
7058,1,Pato
7059,1,Pato
7060,3,Peru
7061,5,Marreco
7062,2,Frango
7063,2,Frango
7064,1,Pato
7065,2,Frango
7066,2,Frango
7067,3,Peru
7068,1,Pato
7069,4,Ganso
7070,2,Frango
7071,2,Frango
7072,4,Ganso
7073,1,Pato
7074,5,Marreco
7075,5,Marreco
7076,2,Frango
7077,5,Marreco
7078,3,Peru
7079,4,Ganso
7080,1,Pato
7081,4,Ganso
7082,1,Pato
7083,5,Marreco
7084,5,Marreco
7085,4,Ganso
7086,3,Peru
7087,1,Pato
7088,2,Frango
7089,2,Frango
7090,3,Peru
7091,2,Frango
7092,2,Frango
7093,4,Ganso
7094,1,Pato
7095,5,Marreco
7096,5,Marreco
7097,3,Peru
7098,4,Ganso
7099,1,Pato
7100,1,Pato
7101,3,Peru
7102,3,Peru
7103,1,Pato
7104,1,Pato
7105,3,Peru
7106,4,Ganso
7107,1,Pato
7108,2,Frango
7109,2,Frango
7110,3,Peru
7111,3,Peru
7112,5,Marreco
7113,2,Frango
7114,3,Peru
7115,2,Frango
7116,4,Ganso
7117,5,Marreco
7118,4,Ganso
7119,2,Frango
7120,5,Marreco
7121,3,Peru
7122,1,Pato
7123,1,Pato
7124,3,Peru
7125,1,Pato
7126,5,Marreco
7127,3,Peru
7128,4,Ganso
7129,5,Marreco
7130,4,Ganso
7131,1,Pato
7132,5,Marreco
7133,3,Peru
7134,3,Peru
7135,4,Ganso
7136,4,Ganso
7137,3,Peru
7138,4,Ganso
7139,2,Frango
7140,1,Pato
7141,1,Pato
7142,5,Marreco
7143,3,Peru
7144,4,Ganso
7145,3,Peru
7146,5,Marreco
7147,1,Pato
7148,1,Pato
7149,5,Marreco
7150,3,Peru
7151,3,Peru
7152,5,Marreco
7153,4,Ganso
7154,1,Pato
7155,2,Frango
7156,4,Ganso
7157,3,Peru
7158,4,Ganso
7159,1,Pato
7160,3,Peru
7161,4,Ganso
7162,1,Pato
7163,3,Peru
7164,1,Pato
7165,1,Pato
7166,3,Peru
7167,2,Frango
7168,2,Frango
7169,2,Frango
7170,4,Ganso
7171,1,Pato
7172,2,Frango
7173,2,Frango
7174,5,Marreco
7175,2,Frango
7176,3,Peru
7177,1,Pato
7178,5,Marreco
7179,2,Frango
7180,5,Marreco
7181,2,Frango
7182,4,Ganso
7183,3,Peru
7184,2,Frango
7185,3,Peru
7186,2,Frango
7187,2,Frango
7188,3,Peru
7189,1,Pato
7190,5,Marreco
7191,1,Pato
7192,4,Ganso
7193,3,Peru
7194,4,Ganso
7195,4,Ganso
7196,5,Marreco
7197,2,Frango
7198,3,Peru
7199,2,Frango
7200,2,Frango
7201,4,Ganso
7202,2,Frango
7203,3,Peru
7204,5,Marreco
7205,3,Peru
7206,1,Pato
7207,2,Frango
7208,5,Marreco
7209,2,Frango
7210,3,Peru
7211,5,Marreco
7212,2,Frango
7213,4,Ganso
7214,5,Marreco
7215,4,Ganso
7216,5,Marreco
7217,3,Peru
7218,5,Marreco
7219,4,Ganso
7220,4,Ganso
7221,4,Ganso
7222,4,Ganso
7223,2,Frango
7224,4,Ganso
7225,1,Pato
7226,2,Frango
7227,3,Peru
7228,1,Pato
7229,5,Marreco
7230,4,Ganso
7231,3,Peru
7232,2,Frango
7233,2,Frango
7234,3,Peru
7235,1,Pato
7236,1,Pato
7237,1,Pato
7238,4,Ganso
7239,2,Frango
7240,4,Ganso
7241,5,Marreco
7242,2,Frango
7243,4,Ganso
7244,2,Frango
7245,3,Peru
7246,5,Marreco
7247,4,Ganso
7248,3,Peru
7249,1,Pato
7250,4,Ganso
7251,4,Ganso
7252,2,Frango
7253,3,Peru
7254,3,Peru
7255,2,Frango
7256,1,Pato
7257,3,Peru
7258,3,Peru
7259,4,Ganso
7260,2,Frango
7261,5,Marreco
7262,1,Pato
7263,4,Ganso
7264,5,Marreco
7265,5,Marreco
7266,1,Pato
7267,2,Frango
7268,2,Frango
7269,3,Peru
7270,2,Frango
7271,4,Ganso
7272,4,Ganso
7273,1,Pato
7274,2,Frango
7275,5,Marreco
7276,3,Peru
7277,3,Peru
7278,1,Pato
7279,3,Peru
7280,2,Frango
7281,5,Marreco
7282,3,Peru
7283,5,Marreco
7284,1,Pato
7285,2,Frango
7286,4,Ganso
7287,2,Frango
7288,1,Pato
7289,4,Ganso
7290,4,Ganso
7291,4,Ganso
7292,2,Frango
7293,3,Peru
7294,5,Marreco
7295,2,Frango
7296,4,Ganso
7297,1,Pato
7298,1,Pato
7299,2,Frango
7300,4,Ganso
7301,1,Pato
7302,3,Peru
7303,2,Frango
7304,4,Ganso
7305,5,Marreco
7306,2,Frango
7307,5,Marreco
7308,2,Frango
7309,4,Ganso
7310,2,Frango
7311,2,Frango
7312,1,Pato
7313,1,Pato
7314,3,Peru
7315,4,Ganso
7316,3,Peru
7317,1,Pato
7318,3,Peru
7319,5,Marreco
7320,5,Marreco
7321,3,Peru
7322,3,Peru
7323,3,Peru
7324,5,Marreco
7325,2,Frango
7326,3,Peru
7327,2,Frango
7328,2,Frango
7329,5,Marreco
7330,1,Pato
7331,4,Ganso
7332,4,Ganso
7333,5,Marreco
7334,4,Ganso
7335,1,Pato
7336,3,Peru
7337,4,Ganso
7338,5,Marreco
7339,4,Ganso
7340,1,Pato
7341,4,Ganso
7342,4,Ganso
7343,5,Marreco
7344,3,Peru
7345,3,Peru
7346,5,Marreco
7347,5,Marreco
7348,2,Frango
7349,4,Ganso
7350,5,Marreco
7351,4,Ganso
7352,4,Ganso
7353,2,Frango
7354,4,Ganso
7355,4,Ganso
7356,2,Frango
7357,4,Ganso
7358,2,Frango
7359,3,Peru
7360,5,Marreco
7361,5,Marreco
7362,3,Peru
7363,1,Pato
7364,3,Peru
7365,1,Pato
7366,3,Peru
7367,1,Pato
7368,1,Pato
7369,1,Pato
7370,2,Frango
7371,1,Pato
7372,1,Pato
7373,2,Frango
7374,2,Frango
7375,3,Peru
7376,1,Pato
7377,2,Frango
7378,3,Peru
7379,1,Pato
7380,2,Frango
7381,4,Ganso
7382,4,Ganso
7383,4,Ganso
7384,3,Peru
7385,1,Pato
7386,3,Peru
7387,2,Frango
7388,3,Peru
7389,3,Peru
7390,2,Frango
7391,2,Frango
7392,4,Ganso
7393,2,Frango
7394,4,Ganso
7395,5,Marreco
7396,3,Peru
7397,1,Pato
7398,4,Ganso
7399,1,Pato
7400,3,Peru
7401,2,Frango
7402,4,Ganso
7403,3,Peru
7404,1,Pato
7405,5,Marreco
7406,4,Ganso
7407,5,Marreco
7408,4,Ganso
7409,4,Ganso
7410,4,Ganso
7411,1,Pato
7412,1,Pato
7413,3,Peru
7414,2,Frango
7415,2,Frango
7416,4,Ganso
7417,3,Peru
7418,4,Ganso
7419,1,Pato
7420,3,Peru
7421,3,Peru
7422,4,Ganso
7423,1,Pato
7424,3,Peru
7425,3,Peru
7426,4,Ganso
7427,2,Frango
7428,2,Frango
7429,1,Pato
7430,5,Marreco
7431,3,Peru
7432,3,Peru
7433,5,Marreco
7434,3,Peru
7435,4,Ganso
7436,5,Marreco
7437,3,Peru
7438,2,Frango
7439,4,Ganso
7440,1,Pato
7441,4,Ganso
7442,1,Pato
7443,4,Ganso
7444,2,Frango
7445,5,Marreco
7446,1,Pato
7447,4,Ganso
7448,2,Frango
7449,4,Ganso
7450,2,Frango
7451,5,Marreco
7452,3,Peru
7453,5,Marreco
7454,5,Marreco
7455,4,Ganso
7456,1,Pato
7457,4,Ganso
7458,4,Ganso
7459,5,Marreco
7460,5,Marreco
7461,4,Ganso
7462,5,Marreco
7463,3,Peru
7464,3,Peru
7465,3,Peru
7466,3,Peru
7467,4,Ganso
7468,2,Frango
7469,4,Ganso
7470,4,Ganso
7471,2,Frango
7472,5,Marreco
7473,1,Pato
7474,1,Pato
7475,1,Pato
7476,2,Frango
7477,4,Ganso
7478,5,Marreco
7479,2,Frango
7480,4,Ganso
7481,5,Marreco
7482,5,Marreco
7483,4,Ganso
7484,1,Pato
7485,3,Peru
7486,4,Ganso
7487,2,Frango
7488,4,Ganso
7489,5,Marreco
7490,3,Peru
7491,5,Marreco
7492,3,Peru
7493,3,Peru
7494,5,Marreco
7495,5,Marreco
7496,3,Peru
7497,1,Pato
7498,1,Pato
7499,1,Pato
7500,4,Ganso
7501,5,Marreco
7502,2,Frango
7503,1,Pato
7504,2,Frango
7505,4,Ganso
7506,3,Peru
7507,3,Peru
7508,1,Pato
7509,4,Ganso
7510,1,Pato
7511,5,Marreco
7512,3,Peru
7513,1,Pato
7514,4,Ganso
7515,4,Ganso
7516,3,Peru
7517,2,Frango
7518,2,Frango
7519,2,Frango
7520,2,Frango
7521,1,Pato
7522,2,Frango
7523,5,Marreco
7524,1,Pato
7525,5,Marreco
7526,5,Marreco
7527,1,Pato
7528,4,Ganso
7529,4,Ganso
7530,4,Ganso
7531,5,Marreco
7532,4,Ganso
7533,2,Frango
7534,2,Frango
7535,1,Pato
7536,2,Frango
7537,3,Peru
7538,5,Marreco
7539,4,Ganso
7540,2,Frango
7541,5,Marreco
7542,5,Marreco
7543,1,Pato
7544,5,Marreco
7545,3,Peru
7546,2,Frango
7547,2,Frango
7548,1,Pato
7549,1,Pato
7550,1,Pato
